urlkey,timestamp,url,mime,mime-detected,status,digest,length,offset,filename,languages,encoding,redirect,truncated,warc_file_downloaded,remark
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture11.tex",20240617233245,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture11.tex,application/x-tex,application/x-tex,Completed,HEJR4CHUCAGVCKPSEP6OARBCW54YJDDE,4213,165073866,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00140.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture12.pdf",20240618001552,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture12.pdf,application/pdf,application/pdf,Completed,QTD7B6N6RFZ4FTAEAGWROMQWPWDVH3HN,92913,158786889,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00868.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture12.tex",20240618001705,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture12.tex,application/x-tex,application/x-tex,Completed,DNKAGPJZBZMODZHJWJPR4WJHHQHNEN7U,4377,167191205,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00261.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture13.pdf",20240617222532,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture13.pdf,application/pdf,application/pdf,Completed,LC7WMZGXOQLTGVQO7MQFCZET57E4S3RM,111437,166757458,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00089.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture13.tex",20240617222708,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture13.tex,application/x-tex,application/x-tex,Completed,GGMJ4ONV6KZHBQOY4FHEGWKKTNQWVUI4,4204,165310438,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00382.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture14.pdf",20240617230925,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture14.pdf,application/pdf,application/pdf,Completed,PZNUPZYNATOPOVAPVXSJVPLVIWLTPL3J,90287,168083457,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00210.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture14.tex",20240617231712,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture14.tex,application/x-tex,application/x-tex,Completed,P5PQFGMVU4FQ3D7BAQKP2YQSJGVFJIRN,4143,165112677,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00503.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture15.pdf",20240618000103,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture15.pdf,application/pdf,application/pdf,Completed,HH2EDKJNNLUQLNHYHMOZFEL5ZS3WIMUU,96367,158385097,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00331.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture15.tex",20240618000339,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture15.tex,application/x-tex,application/x-tex,Completed,C4SOUVGPBDOVFLNJSTEL4BPNJJG2XIDX,4511,166171635,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00624.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture16.pdf",20240617221518,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture16.pdf,application/pdf,application/pdf,Completed,3WODSVSGGSIGFAPHQF4U3JZRCL6Y3DYB,97883,165536122,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00452.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture16.tex",20240617221812,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture16.tex,application/x-tex,application/x-tex,Completed,BICD5XDZWHZYE74M6LTMEVRPSJIRJFQ5,4826,172915633,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00745.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture17.pdf",20240617225431,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture17.pdf,application/pdf,application/pdf,Completed,I5ZZIWSVQT6JUHPA7XPTRLJXCLTB24WW,72694,165382448,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00573.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture17.tex",20240617225628,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture17.tex,application/x-tex,application/x-tex,Completed,BPX24LIWE24XBIM5C62OQZG7SG6E3VJN,3638,167402368,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00866.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture18.pdf",20240617234705,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture18.pdf,application/pdf,application/pdf,Completed,D3XSE34QLEWCQEDIZMXWBTAHK3UCPMGU,80603,175244392,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00694.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture18.tex",20240617235035,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture18.tex,application/x-tex,text/x-matlab,Completed,QQY2IRPB3PRLYQIB2RZFV5TNVTZAREO2,2963,170329428,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00087.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture2.pdf",20240618004052,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture2.pdf,application/pdf,application/pdf,Completed,P7DNKLSLQT2FRMNOKYP5OOPGMOUZIJU2,93494,166854500,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00583.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture2.tex",20240617232709,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture2.tex,application/x-tex,application/x-tex,Completed,BDZLKD3LCT2HLLGAUZJFWEVFHRO77VFT,3545,162874484,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00876.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture3.pdf",20240617232304,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture3.pdf,application/pdf,application/pdf,Completed,WU4CLGZELMDG5OCNNGNS7E2DW57BMZLH,108913,170174119,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00704.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture3.tex",20240618004152,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture3.tex,application/x-tex,application/x-tex,Completed,QOUYJCOUC27RPT6V6GGYZ7GMID5UZ7KJ,5639,164777950,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00097.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture4.pdf",20240618003908,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture4.pdf,application/pdf,application/pdf,Completed,KIYB3NMJWKG76FFTKAG4O3ZSTDDVTSQ7,103452,163295827,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00825.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture4.tex",20240617232507,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture4.tex,application/x-tex,application/x-tex,Completed,TRQPYBNUXENUTXEUFUFT7WY7VPJRWSF3,4879,170056184,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00218.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture5.pdf",20240617231841,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture5.pdf,application/pdf,application/pdf,Completed,6BC2GTUROEFHWNUK663KTNI43JKCFO6B,113371,172208987,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00046.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture5.tex",20240618004014,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture5.tex,application/x-tex,application/x-tex,Completed,VRROH4YGHXBSHL2XJFCRHRLASWO4DSRQ,5509,172328944,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00339.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture6.pdf",20240618003534,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture6.pdf,application/pdf,application/pdf,Completed,ACFN6OWQVY7ZMNMR6D2AMCUBIUEF24K7,88186,168782268,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00167.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture6.tex",20240617232157,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture6.tex,application/x-tex,application/x-tex,Completed,6LUNFN2ICKTA3XKVSDZFW2EI2WFOK36P,4315,168235914,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00460.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture7.pdf",20240617231142,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture7.pdf,application/pdf,application/pdf,Completed,CSXZFKSJFTQVXKPON7G5RMVJ2TNOPSIF,184218,166507261,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00288.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture7.tex",20240618003753,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture7.tex,application/x-tex,application/x-tex,Completed,OTFXJVMDQTYRNLUGENS5DP2YXXNZTKKO,4890,164405449,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00581.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture8.pdf",20240618003050,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture8.pdf,application/pdf,application/pdf,Completed,RJE7LQD2JWBCJSMVG5P5RML3FDLS4LEK,93235,173143944,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00409.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture8.tex",20240617231759,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture8.tex,application/x-tex,application/x-tex,Completed,Y3SDBT3BQMP3NS24BL7FLPROPJCZOA3N,3936,169335817,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00702.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture9.pdf",20240617230817,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture9.pdf,application/pdf,application/pdf,Completed,PUZKELCAOZP3CCGG3JEOVBVZP3PMXFMA,94863,163912134,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00530.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/lecture9.tex",20240618003400,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/lecture9.tex,application/x-tex,application/x-tex,Completed,JIWBKSNG4SUNJKZCC3XUAXFGHHEZ4736,4223,165067036,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00823.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/template.pdf",20240618000423,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/template.pdf,application/pdf,application/pdf,Completed,K2ONLNZXIV2BH67UWV7QZDT4APUWC5HY,23666,162960382,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00109.warc.gz,,,,,False,
"edu,stanford,cs)/people/mmahoney/cs369m/lectures/template.tex",20240617224248,https://cs.stanford.edu/people/mmahoney/cs369m/Lectures/template.tex,application/x-tex,application/x-tex,Completed,BSYEQUV3O37V667RNDPPDHEWGXNFZAOM,1012,167588334,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00402.warc.gz,,,,,False,
"edu,stanford,cs)/people/mohammad-akbarpour",20240614223750,https://www.cs.stanford.edu/people/mohammad-akbarpour,text/html,text/html,Completed,X6WJN3MPJFJXJA3VJW5DCHA7GNP2JAVX,10950,652809832,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00119.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/nick-parlante",20240614221715,https://www.cs.stanford.edu/people/nick-parlante,text/html,text/html,Completed,627AAOS4H4CMRHCQIVYIKJRLWBG6B3PD,10823,673012191,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00626.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/nick-troccoli",20240614230612,https://www.cs.stanford.edu/people/nick-troccoli,text/html,text/html,Completed,4O3KQLWORZREGQYAYP6LJOIRH3DOWPAI,11394,648266250,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00620.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/nick/how-hard-drive-works",20240617233720,https://cs.stanford.edu/people/nick/how-hard-drive-works,text/html,text/html,Completed,XFDWT4EJYQ2NMV4KIA7I6X7E33QTROAZ,720,7402386,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/crawldiagnostics/CC-MAIN-20240617215859-20240618005859-00462.warc.gz,,,https://cs.stanford.edu/people/nick/how-hard-drive-works/,,False,
"edu,stanford,cs)/people/nick/how-hard-drive-works",20240617233720,https://cs.stanford.edu/people/nick/how-hard-drive-works/,text/html,text/html,Completed,N7FE6YNQIIYPAOIYFTEXQBWO5DRJN2O3,1583,162031351,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00577.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/niemetz",20240623003651,https://cs.stanford.edu/people/niemetz/,text/html,text/html,Completed,MX5PQJJ5T5G3MQND5Z6R37QI7YTBRJGY,3896,158047811,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00755.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/noetzli",20240623011200,https://cs.stanford.edu/people/noetzli/,warc/revisit,,Completed,,530,7721926,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00140.warc.gz,,,,,False,
"edu,stanford,cs)/people/oyekunle-olukotun",20240614214550,https://www.cs.stanford.edu/people/oyekunle-olukotun,text/html,text/html,Completed,KRUEIFRJ3DGQHKI23LWHZYJX4H74ONY7,11643,666438348,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00463.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/patrick-young",20240614224410,https://www.cs.stanford.edu/people/patrick-young,text/html,text/html,Completed,JQOD7WTEJGMZYY55QHG6GMB5ELFO7XFQ,10790,659599919,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00420.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/ranjaykrishna/densevid",20240618003218,https://cs.stanford.edu/people/ranjaykrishna/densevid,text/html,text/html,Completed,3R4WJ2GGWS2DXSOPFAF5NHOCOSDS6BLT,717,7589481,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/crawldiagnostics/CC-MAIN-20240617215859-20240618005859-00082.warc.gz,,,https://cs.stanford.edu/people/ranjaykrishna/densevid/,,False,
"edu,stanford,cs)/people/ranjaykrishna/densevid",20240618003218,https://cs.stanford.edu/people/ranjaykrishna/densevid/,text/html,text/html,Completed,SYZPTOYWCVTTHDMSMXT5TF3DU3JYLVUA,7802,170241279,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00841.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/ranjaykrishna/vrd/vrd.pdf",20240617223446,https://cs.stanford.edu/people/ranjaykrishna/vrd/vrd.pdf,application/pdf,application/pdf,Completed,ZRIZXESNHEBPJUUP6WE6YF6Y3J3ASGOK,1020508,172631842,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00393.warc.gz,,,,length,False,
"edu,stanford,cs)/people/rika-antonova",20240614214748,https://www.cs.stanford.edu/people/rika-antonova,text/html,text/html,Completed,4X64JKGCQ3WYHRSARZHRYS6DQRG32YIV,11683,659920815,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00795.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/rok-sosic",20240614214704,https://www.cs.stanford.edu/people/rok-sosic,text/html,text/html,Completed,DLYKHFZMW53IL4K5N6J7ANWGGDN43TDR,10840,665711113,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00481.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/ron-dror",20240614225158,https://www.cs.stanford.edu/people/ron-dror,text/html,text/html,Completed,I5KDCLKUQBPLABCEPATSBTE2APFULWR5,11792,664330402,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00822.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/ron-fedkiw",20240614220843,https://www.cs.stanford.edu/people/ron-fedkiw,text/html,text/html,Completed,QIIBFQGGI6MEN3VMSQYQHXVGUAK4UTRH,11136,632489722,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00153.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/sachin-katti-0",20240614210014,https://www.cs.stanford.edu/people/sachin-katti-0,text/html,text/html,Completed,ZO336MC5IWKG637R7YPQV5R7IGD6NLEP,10701,647328514,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00258.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/scott-linderman",20240614213135,https://www.cs.stanford.edu/people/scott-linderman,text/html,text/html,Completed,KS6RVWPPBVATWOC4KTGGHGOLO6ZXV2J3,11482,645784228,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00571.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/sean-szumlanski",20240614225009,https://www.cs.stanford.edu/people/sean-szumlanski,text/html,text/html,Completed,HWICEQGZPOQZ753KFGDMRTMC33L5YBV6,10770,641751739,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00436.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/shadjis/blas.html",20240623022930,https://cs.stanford.edu/people/shadjis/blas.html,text/html,text/html,Completed,3H7D3XYOUKROQ4AUOVBCDEHVC6Q64VI3,3503,163398696,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00654.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/sharmar",20240623024748,https://cs.stanford.edu/people/sharmar,text/html,text/html,Completed,GNHKHX22KSM33P7F2VVULYGEADLSDOIA,706,7987795,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00740.warc.gz,,,https://cs.stanford.edu/people/sharmar/,,False,
"edu,stanford,cs)/people/sharmar",20240623024748,https://cs.stanford.edu/people/sharmar/,text/html,text/html,Completed,4D3UFJOVIWBYROSEXSKUT7MEF4YWVOUG,3933,164083579,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/warc/CC-MAIN-20240623001858-20240623031858-00679.warc.gz,eng,ISO-8859-1,,,False,
"edu,stanford,cs)/people/shreyg",20240622094129,http://cs.stanford.edu/people/shreyg/,text/html,text/html,Completed,QIQAJ35QJ62QACBSDWNN7DQXFCUCXG75,679,302698,crawl-data/CC-MAIN-2024-26/segments/1718198862310.25/crawldiagnostics/CC-MAIN-20240622081408-20240622111408-00154.warc.gz,,,https://www.cs.stanford.edu/people/shreyg/,,False,
"edu,stanford,cs)/people/shreyg",20240622094129,https://www.cs.stanford.edu/people/shreyg/,text/html,text/html,Completed,K5WKDPGBWBCFDC55TGGT3JYQCDLUGS33,10565,1250383,crawl-data/CC-MAIN-2024-26/segments/1718198862310.25/robotstxt/CC-MAIN-20240622081408-20240622111408-00884.warc.gz,,,,,False,
"edu,stanford,cs)/people/stefank",20240623011851,https://cs.stanford.edu/people/stefank/,warc/revisit,,Completed,,528,7756236,crawl-data/CC-MAIN-2024-26/segments/1718198862425.28/crawldiagnostics/CC-MAIN-20240623001858-20240623031858-00847.warc.gz,,,,,False,
"edu,stanford,cs)/people/surya-ganguli",20240614224634,https://www.cs.stanford.edu/people/surya-ganguli,text/html,text/html,Completed,ZONJIAU2JXFQVSLSIF65VXCIIKXKQ5XZ,11283,668213587,crawl-data/CC-MAIN-2024-26/segments/1718198861575.66/warc/CC-MAIN-20240614204739-20240614234739-00413.warc.gz,eng,UTF-8,,,False,
"edu,stanford,cs)/people/theobalt/index.html",20240617224328,https://cs.stanford.edu/people/theobalt/index.html,text/html,text/html,Completed,W7A5FRX7FEVJE2UYNVLEFIVS6SNOFDJ3,7811,165731228,crawl-data/CC-MAIN-2024-26/segments/1718198861741.14/warc/CC-MAIN-20240617215859-20240618005859-00513.warc.gz,eng,ISO-8859-1,,,False,
